name,online_order,book_table,rate,votes,location,rest_type,dish_liked,approx_cost(for two people),listed_in(city)
Ascharya Hotel,Yes,No,3.4,11,Koramangala 5th Block,Quick Bites,,300.0,Jayanagar
Sids Cafe,Yes,No,,0,Koramangala 5th Block,Quick Bites,,200.0,Koramangala 6th Block
Casa Piccosa,Yes,Yes,4.1,847,JP Nagar,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter",1100.0,JP Nagar
Punjabi Chulha,No,No,,0,Whitefield,Quick Bites,,400.0,Whitefield
Big Fat Brownie,Yes,No,3.4,6,HSR,"Takeaway, Delivery",,400.0,Koramangala 7th Block
Sherlock's Pub,No,Yes,3.9,579,Koramangala 5th Block,"Pub, Casual Dining","Cocktails, Mai Thai, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea",1300.0,BTM
Chef Genie,Yes,No,,0,HSR,Delivery,,500.0,Koramangala 5th Block
Jimi's Beer Cafe,No,Yes,3.9,815,Indiranagar,Bar,"Beer, Beef Steak, Potato Wedges, Burgers, Nachos, Chilli Pork, Masala Peanuts",1700.0,Indiranagar
Amaravati Grand,No,No,3.4,7,BTM,Casual Dining,,550.0,BTM
Haji Ali Juice Centre,Yes,No,4.0,152,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich",350.0,Koramangala 4th Block
Biriyani Bhatti,Yes,No,3.7,21,BTM,Quick Bites,,400.0,Bannerghatta Road
Foodies Club,Yes,No,3.4,5,BTM,Quick Bites,,300.0,BTM
Hungry Hub,No,No,,0,JP Nagar,"Takeaway, Delivery",,300.0,JP Nagar
Awesome Foods,Yes,No,3.7,27,BTM,Quick Bites,,300.0,Koramangala 7th Block
Chef Baker's,Yes,No,3.8,124,Whitefield,"Bakery, Cafe","Pasta, Sandwiches, Veg Burger, Tea, Coffee, Club Sandwich, French Fries",400.0,Whitefield
Delicious Mom's Kitchen,No,No,,0,BTM,Quick Bites,,200.0,Koramangala 5th Block
Bun Town,Yes,No,3.8,22,Koramangala 5th Block,Cafe,,500.0,BTM
Sukh Sagar,Yes,No,3.8,473,Koramangala 5th Block,Casual Dining,"Pav Bhaji, Panneer Butter Masala, Deluxe Thali, Tea, Panipuri, Chaat, Masala Dosa",500.0,Koramangala 6th Block
DeliBox.in,Yes,No,3.7,67,BTM,Delivery,,150.0,Koramangala 5th Block
Juicemaker,No,No,3.7,38,Indiranagar,Quick Bites,,250.0,Indiranagar
Fava Bistro,Yes,Yes,4.4,387,Koramangala 5th Block,"Casual Dining, Bar","Pizza, Pita Bread, Beer Cocktail, Baklava, Shrimp Soup, Pasta, Babaganush",1500.0,Koramangala 5th Block
Vaathsalya Millet Cafe,Yes,Yes,4.1,294,JP Nagar,Casual Dining,"Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk",500.0,BTM
David's Kitchen,Yes,No,3.6,14,BTM,Quick Bites,,200.0,Koramangala 7th Block
InnerChef,Yes,No,3.7,270,Indiranagar,Delivery,"Salads, Pasta, Dal Makhani, Paratha, Chole, Red Velvet Cake, Butter Chicken",500.0,Indiranagar
Sree Krishna Kafe,Yes,No,4.2,969,Koramangala 5th Block,Quick Bites,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",200.0,BTM
Dehati Murgee,Yes,No,4.0,151,Whitefield,Quick Bites,"Laccha Paratha, Murgh Lababdar, Biryani, Mutton Bhuna Gosht, Litti, Bhuna Chicken",600.0,Brookefield
T.A.K - That Affordable Kitchen,Yes,No,3.2,4,HSR,"Takeaway, Delivery",,400.0,HSR
Nature's Nectar,No,No,3.7,38,HSR,Casual Dining,"Pasta, Sandwich, Salad",600.0,HSR
Hungry Hippie,No,Yes,4.3,1471,Koramangala 5th Block,Cafe,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade",800.0,Koramangala 6th Block
Reddy's Restaurant,Yes,No,3.7,141,HSR,Casual Dining,"Chicken Biryani, Mutton Roganjosh, Andhra Meal",500.0,Koramangala 6th Block
Lassi Corner,Yes,No,3.5,16,Koramangala 5th Block,Beverage Shop,,300.0,Koramangala 4th Block
Two Friends Cauldron,Yes,Yes,4.1,459,JP Nagar,Casual Dining,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza",700.0,JP Nagar
Five Star Chicken,Yes,No,3.9,62,JP Nagar,Quick Bites,Fries,300.0,BTM
HSR Agarval Bhavan,Yes,No,3.2,68,HSR,Casual Dining,"Chole Bhature, Tea, Kachori",400.0,Koramangala 4th Block
Shayancafecito,No,No,,0,Koramangala 5th Block,Delivery,,250.0,Koramangala 7th Block
Dakshin Cafe,Yes,No,4.1,140,JP Nagar,Quick Bites,"Vada, Masala Dosa, Filter Coffee, Kesari Bath, Kharabath, Open Dosa",100.0,JP Nagar
Magix's Parattha Roll,Yes,No,3.7,185,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill",400.0,Koramangala 5th Block
Biryani Express,Yes,No,3.7,71,Whitefield,Casual Dining,,600.0,Whitefield
The Biriyani Pedia,Yes,No,3.9,58,BTM,Quick Bites,"Chicken Stew, Ghee Rice, Chai, Beef Biryani",300.0,Koramangala 5th Block
World In A Bowl,Yes,No,2.9,40,Indiranagar,Delivery,"Pasta, Butter Chicken, Fruit Bowl",600.0,Old Airport Road
What the Food,No,No,3.6,38,BTM,Quick Bites,,250.0,Jayanagar
The Bong Palate,Yes,No,3.8,62,BTM,Quick Bites,"Mutton Kosha, Basanti Pulao, Fish Curry, Chicken Biryani",300.0,Jayanagar
Brooks and Bonds Brewery,Yes,Yes,4.5,3967,Koramangala 5th Block,"Casual Dining, Microbrewery","Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Mango Cider, Potato Wedges",1600.0,Koramangala 4th Block
Sri Brahmi Kuteera,No,No,,0,JP Nagar,Quick Bites,,150.0,Bannerghatta Road
Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,No,Yes,4.3,400,Whitefield,Casual Dining,"Lamb Chops, Crepe Suzette, Cocktails, Steak, Molten Chocolate Cake, Lobster Bisque, Sea Food",2000.0,Whitefield
Bihar Ki Shan,Yes,No,3.8,351,HSR,Quick Bites,Roti,300.0,Koramangala 6th Block
Kesariya,No,Yes,4.2,1214,JP Nagar,Casual Dining,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati",1200.0,BTM
Shree Mahalakshmi Sweets,Yes,No,3.3,10,HSR,Sweet Shop,,100.0,HSR
Namma Biriyani,Yes,No,3.7,17,Koramangala 5th Block,Quick Bites,,250.0,Koramangala 6th Block
Krishna Sagar,Yes,No,3.9,52,BTM,Quick Bites,Masala Dosa,300.0,Koramangala 5th Block
1722 Urban Bistro,Yes,Yes,4.1,225,Koramangala 5th Block,Casual Dining,"Burgers, Pasta, Pizza, Veg Burger, Chicken Lollipop, Chicken Jumbo Burger, Biryani",600.0,Koramangala 6th Block
Onesta,Yes,Yes,4.4,4381,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600.0,Bannerghatta Road
Premium Bombay Kulfi,Yes,No,3.2,4,Whitefield,Kiosk,,150.0,Whitefield
Shri Madhuram,No,No,3.9,371,HSR,Casual Dining,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal",400.0,HSR
The Cravery,Yes,No,2.6,18,JP Nagar,Cafe,,500.0,Bannerghatta Road
Chaatimes,Yes,No,3.4,47,BTM,Quick Bites,"Chaat, Dabeli, Panipuri",200.0,Koramangala 4th Block
Tunday Kababi,Yes,No,3.9,1138,Koramangala 5th Block,Casual Dining,"Biryani, Galauti Kebab, Tandoori Chicken, Phirni, Tundey Paratha, Rolls, Rumali Roti",500.0,BTM
Punjabites,Yes,No,3.7,24,BTM,"Takeaway, Delivery",,400.0,Koramangala 7th Block
Al Habibi Restaurant,Yes,No,3.5,17,BTM,Quick Bites,,300.0,Koramangala 7th Block
Refills Eatery And Beverages,Yes,No,3.8,91,BTM,Delivery,,450.0,Jayanagar
The Yellow Tuk-Tuk Cafe,Yes,No,3.6,16,Koramangala 5th Block,Cafe,,500.0,BTM
Onesta,Yes,Yes,4.4,3764,HSR,"Casual Dining, Cafe","Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli",600.0,HSR
Anvar Bhai's,Yes,No,,0,BTM,Quick Bites,,250.0,Koramangala 4th Block
Biryanis And More,Yes,No,3.7,21,Koramangala 5th Block,Quick Bites,,750.0,Koramangala 5th Block
Nanda's,Yes,No,2.9,362,HSR,Casual Dining,"Butter Chicken, Andhra Meal, Murgh Ghee Roast, Vegetable Biryani, Butter Naan, Roti, Hyderabadi Chicken Biryani",450.0,Koramangala 6th Block
Tiwari's Ghee Paratha And Chaats,Yes,No,,0,BTM,Quick Bites,,200.0,BTM
Hotel Manu,Yes,No,3.9,340,HSR,Quick Bites,"Fish, Paratha",400.0,HSR
Herbs & Spices,Yes,Yes,4.0,1116,Whitefield,Casual Dining,"Appam, Risotto, Gulab Jamun, Halwa, Fish, Vegetable Stew, Tiramisu",1000.0,Whitefield
Punjabi Handi,Yes,No,2.9,19,HSR,Quick Bites,,400.0,HSR
Take 5,No,No,3.5,10,Indiranagar,Lounge,,1300.0,Indiranagar
Just Kulfi,Yes,No,3.4,6,Indiranagar,Dessert Parlor,,300.0,Indiranagar
Hunger Buds,No,No,3.5,10,BTM,Quick Bites,,250.0,Koramangala 7th Block
RK Fast Food,No,No,,0,BTM,Quick Bites,,300.0,Koramangala 4th Block
Biryani Miya,Yes,No,3.7,36,JP Nagar,Delivery,Chicken Biryani,600.0,Bannerghatta Road
eat.fit,Yes,No,4.5,151,Koramangala 5th Block,Delivery,"Brownie, Veg Thali, Noodles",500.0,Koramangala 4th Block
House Of Commons,No,Yes,4.7,3573,HSR,Bar,"Spaghetti, Ghee Roast Mutton, Draft Beer, Pinacolada, Pizza, Cocktails, Craft Beer",1000.0,HSR
Chatter Platter,Yes,No,3.4,30,BTM,Quick Bites,,300.0,Koramangala 5th Block
Nellore Abhiruchi,Yes,No,3.3,7,HSR,Quick Bites,,300.0,HSR
Sree Bangalore Bhavan,Yes,No,3.7,44,HSR,Quick Bites,,400.0,HSR
Kyakhanahai,No,No,3.4,8,Koramangala 5th Block,Delivery,,400.0,BTM
Windy- Taste Of Home,Yes,Yes,3.6,109,Whitefield,Quick Bites,"Thali, Biryani, Aloo Paratha",300.0,Brookefield
Salt Mango Tree,Yes,Yes,4.2,255,Indiranagar,Casual Dining,"Appam, Kerala Parotta, Buttermilk, Biryani, Chicken Fry, Fish Curry, Beef Fry",800.0,Old Airport Road
Spicy Grill,No,No,,0,JP Nagar,"Takeaway, Delivery",,350.0,JP Nagar
Deepam Tiffins,No,No,,0,BTM,Quick Bites,,300.0,Koramangala 7th Block
Detox Kitchen,Yes,No,3.1,9,HSR,"Takeaway, Delivery",,500.0,HSR
China Town 07,Yes,No,,0,BTM,Quick Bites,,300.0,Jayanagar
CakeZone,No,No,4.1,666,Indiranagar,Bakery,"Cup Cake, Chocolate Truffle, Chocolate Cake, Coffee, Choco Truffle, Photo Cake, Cheesecake",500.0,Indiranagar
Healthy Yummy Food Restaurant,Yes,No,3.6,16,HSR,Casual Dining,,900.0,Koramangala 4th Block
Serene Restaurant,No,No,,0,HSR,Quick Bites,,300.0,HSR
New Udupi Grand,Yes,No,3.7,36,HSR,Quick Bites,,250.0,HSR
Omm Sweets & Snacks,Yes,No,,0,Indiranagar,Sweet Shop,,100.0,Old Airport Road
Royal Treat,No,No,4.1,440,Koramangala 5th Block,Casual Dining,"Dragon Chicken, Butter Chicken, Rolls, Mutton Biryani, Raita, Panneer Butter Masala, Tandoori Chicken",500.0,Koramangala 6th Block
Naati Manae,Yes,No,3.1,10,JP Nagar,Food Court,,500.0,Bannerghatta Road
LayerBite,Yes,No,3.8,10,BTM,Bakery,,450.0,BTM
Jigarthanda,No,No,3.6,11,BTM,Quick Bites,,200.0,Koramangala 6th Block
SGS Non Veg - Gundu Pulav,Yes,No,3.7,9,HSR,"Takeaway, Delivery",,300.0,Koramangala 4th Block
Rolls On Wheel,No,No,3.0,18,Koramangala 5th Block,Quick Bites,,300.0,Koramangala 6th Block
Biryani Spot,Yes,No,3.5,9,BTM,Quick Bites,,300.0,Koramangala 4th Block
Shivaji Military Hotel,No,No,3.2,4,Indiranagar,Quick Bites,,150.0,Indiranagar
The Monalisa Restaurant,Yes,No,3.3,4,Koramangala 5th Block,Quick Bites,,300.0,Koramangala 5th Block
Sai Charan Tiffin House,No,No,,0,Whitefield,Quick Bites,,150.0,Whitefield
Anju's Cafe,No,No,3.4,6,Indiranagar,Quick Bites,,400.0,Old Airport Road
Kurtoskalacs,No,No,4.6,268,Koramangala 5th Block,"Dessert Parlor, Quick Bites","Hazelnut Cappuccino, Pancakes, Nutella Shake, Chocolate Icecreams, Butter Chicken, Vanilla Ice Cream, Hibiscus Tea",400.0,Koramangala 5th Block
The Yogisthaan Cafe,Yes,No,4.2,1203,Indiranagar,Cafe,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie",600.0,Indiranagar
7 Plates,Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti",750.0,Koramangala 5th Block
New Punjabi Hotel,Yes,No,3.7,178,BTM,Quick Bites,"Tandoori Chicken, Butter Chicken, Tandoori Roti, Bhindi Masala, Paratha, Dal Makhani",400.0,BTM
Fresh Berriz,No,No,3.3,7,Whitefield,Beverage Shop,,250.0,Whitefield
Sultans of Spice,Yes,Yes,4.5,3469,Koramangala 5th Block,Casual Dining,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh",1300.0,Koramangala 6th Block
Maa Bargabhima Restaurant,No,No,3.7,19,Whitefield,Quick Bites,,250.0,Whitefield
F5,No,No,,0,Whitefield,Quick Bites,,300.0,Brookefield
Havmor,No,No,,0,HSR,Dessert Parlor,,200.0,HSR
Sri Brahmi Kuteera,No,No,,0,JP Nagar,Quick Bites,,150.0,JP Nagar
Pizza Cart,Yes,No,3.8,80,HSR,Quick Bites,"Pizza, Rolls, Burgers",800.0,BTM
Bistro Oui,Yes,Yes,4.1,401,Koramangala 5th Block,"Cafe, Bar","Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup",1200.0,Jayanagar
Peace Restaurant,Yes,No,3.9,660,Koramangala 5th Block,Casual Dining,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer",500.0,Koramangala 5th Block
Manju's Kitchen,Yes,No,3.3,14,Indiranagar,Quick Bites,,200.0,Frazer Town
Agent Jack's Bar,No,Yes,4.0,592,Indiranagar,Bar,"Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Chilli Chicken, Beer",1300.0,Indiranagar
30 Square,Yes,No,4.2,559,Koramangala 5th Block,Quick Bites,"Veg Momos, Noodles, Cheese Momos, Jhol Momos, Wai Wai Bhel, Brownie, Chicken Momo",400.0,Koramangala 7th Block
Cold Stone Creamery,Yes,No,4.3,501,Whitefield,Dessert Parlor,"Chocolate Devotion, Pomegranate Sorbet, Waffles, Brownie, Apple Pie, Cheesecake Ice Cream, Coffee",400.0,Brookefield
Ascharya Hotel,Yes,No,3.3,10,Koramangala 5th Block,Quick Bites,,300.0,Basavanagudi
Mad Over Biryani,Yes,No,3.5,10,Indiranagar,Quick Bites,,600.0,Old Airport Road
McDonald's,Yes,No,3.8,295,Koramangala 5th Block,Quick Bites,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Paneer Pockets, Tikki, Chicken Maharaja Mac",500.0,Koramangala 7th Block
1000 B.C,Yes,No,3.2,49,Koramangala 5th Block,Quick Bites,"Shawarma, Sandwiches",300.0,Jayanagar
Dal Roti,Yes,No,3.7,117,JP Nagar,Quick Bites,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",150.0,Basavanagudi
Third Wave Coffee Roasters,No,No,4.2,311,Indiranagar,Cafe,"Wedges, Chicken Sandwich, Sandwiches, Cappuccino, Gourmet Coffee, Cheesecake, Fries",800.0,Indiranagar
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.5,49,JP Nagar,Quick Bites,"Fruit Custard, Russian Cutlet",300.0,Jayanagar
New Udupi Dharshini,No,No,,0,BTM,Quick Bites,,150.0,Jayanagar
Swad E Punjab,No,No,3.4,7,Whitefield,Casual Dining,,600.0,Whitefield
Noodle Panda,Yes,No,4.3,336,Koramangala 5th Block,Casual Dining,"Noodles, Momos, Ramen Soup, Bubble Tea, Noodle, Onion Rings, Veg Dim Sums",800.0,BTM
Naati Manae,Yes,Yes,3.9,484,Koramangala 5th Block,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",700.0,Koramangala 4th Block
Aroma Cafe,No,No,,0,HSR,Quick Bites,,300.0,Koramangala 6th Block
Om Made Cafe,No,No,4.0,2729,Koramangala 5th Block,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti",1300.0,BTM
The Egg Factory,Yes,No,4.0,136,HSR,Casual Dining,"Shakshouka, Kothu Paratha, Scrambled Eggs, Pasta, English Breakfast, Cheese Omelette, Masala Omelette",750.0,BTM
Hotel Reddy Bhavan,Yes,No,3.4,11,HSR,Quick Bites,,300.0,Koramangala 5th Block
Kanti Sweets,Yes,No,4.0,125,Indiranagar,"Dessert Parlor, Quick Bites","Rasmalai, Gulab Jamun, Pav Bhaji, Chaat, Sev Puri, Kaju Katli",400.0,Old Airport Road
The Reservoire,No,Yes,4.6,2579,Koramangala 5th Block,"Bar, Casual Dining","Cocktails, Bruschettas, Peppy Paneer Pizza, Beer, Caramel Custard, Peri Peri Wings, Wood Fire Pizza",1300.0,Koramangala 4th Block
Brew Cafe,No,No,3.2,4,BTM,Quick Bites,,300.0,Koramangala 6th Block
Choice Bakery,No,No,,0,BTM,"Bakery, Quick Bites",,200.0,Koramangala 5th Block
Dev's Gugababa,Yes,No,3.5,177,BTM,Quick Bites,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto",500.0,Koramangala 6th Block
Al-Marhaba Restaurant,Yes,No,,0,BTM,Quick Bites,,400.0,Jayanagar
Aligarh House,Yes,No,4.4,568,HSR,Delivery,"Chicken Masala Biryani, Kulcha, Raita, Chicken Nihari, Shami Kebab, Shahi Tukda, Mutton Biryani",400.0,HSR
Indian Aroma Cafe,Yes,No,2.8,83,Whitefield,Quick Bites,,300.0,Brookefield
Spice Code,No,Yes,3.9,165,JP Nagar,Casual Dining,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew",1000.0,JP Nagar
The Waffles Hut,Yes,No,4.1,162,HSR,Dessert Parlor,"Waffles, Vanilla Ice Cream, Brownie, Nutella Waffle, Velvet Crunch, Belgian Chocolate Waffle",400.0,BTM
Chaatimes,Yes,No,4.2,9,BTM,Quick Bites,,250.0,Koramangala 7th Block
Dilli Darbar,Yes,No,3.4,374,Whitefield,Casual Dining,"Thali, Manchurian, Chicken Keema, Chicken Biryani, Butter Chicken, Paneer Mirch Masala, Naan",500.0,Whitefield
Taza Khaana,Yes,No,3.0,175,HSR,Delivery,,450.0,HSR
Sweet Mansion,No,No,,0,Indiranagar,Bakery,,200.0,Indiranagar
Cafe D'hide,Yes,Yes,4.2,872,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads",600.0,Koramangala 4th Block
Bottle & Glass,No,Yes,4.0,988,Indiranagar,"Bar, Casual Dining","Bbq Chicken Pizza, Sangria, Cocktails, Beer, Mai Thai, Chicken Nachos, Burgers",1400.0,Old Airport Road
Hotel Sai Renaissance,Yes,Yes,3.6,32,Whitefield,Casual Dining,,450.0,Whitefield
Mojo Pizza - 2X Toppings,Yes,No,4.3,475,BTM,"Takeaway, Delivery","Veggie Pizza, Garlic Bread, Cheesy Pizza, Chicken Pizza, Thin Crust Pizza, Chocolava",600.0,BTM
Rajdhani Special Chole Bhature,No,No,,0,JP Nagar,Quick Bites,,200.0,JP Nagar
Kanteen 038,Yes,No,3.9,54,Indiranagar,Quick Bites,"Chai, Maggi, English Breakfast",200.0,Old Airport Road
Tandoori Club,Yes,No,,0,HSR,Casual Dining,,750.0,HSR
Intriicake,Yes,No,3.8,34,HSR,"Quick Bites, Bakery",Cup Cake,350.0,Koramangala 5th Block
Gujrati Mess,Yes,No,3.6,18,JP Nagar,Mess,,200.0,BTM
Taco Bell,Yes,No,4.1,393,Indiranagar,Quick Bites,"Tacos, Fries, Nachos, Tikka Masala Burrito, Chicken Quesadilla, Crispy Chicken, Salsa",600.0,MG Road
PHEW (Play Hard Eat Wild),Yes,Yes,3.9,488,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",700.0,Jayanagar
Empire Restaurant,Yes,No,3.9,3833,HSR,Casual Dining,"Mutton Varuval, Brain Fry, Chicken Grill, Ghee Rice, Jumbo Shawarma, Mutton Raan Biriyani, Butter Chicken",750.0,HSR
Shake Tat Bottle,Yes,No,3.2,6,BTM,Beverage Shop,,200.0,Koramangala 5th Block
Indigo XP,No,No,4.2,2369,Koramangala 5th Block,Pub,"Pasta, Biryani, Cocktails, Mocktails, Pizza, Nachos, Blueberry Cheesecake",1400.0,Koramangala 5th Block
Navya Foods,Yes,No,3.4,7,HSR,Quick Bites,,300.0,HSR
Nawabi Handi,No,No,3.4,23,Whitefield,Quick Bites,,350.0,Brookefield
INDULGE by InnerChef,Yes,No,,0,JP Nagar,Bakery,,400.0,Bannerghatta Road
Dry Dock Cafe,No,No,3.6,10,Koramangala 5th Block,Quick Bites,,200.0,Koramangala 5th Block
Dakshin Biryani & Tiffin,Yes,No,3.4,334,Indiranagar,Casual Dining,"Biryani, Multi Grain Dosa, Kheer, Egg Bhurji, Sooji Halwa, Tamarind Chicken, Coffee",550.0,MG Road
Call A Cake,Yes,No,3.6,41,BTM,Delivery,,500.0,Jayanagar
TherPUP - a Dog Cafe,No,No,4.2,1012,Whitefield,Cafe,"Sandwiches, Pizza, Fries, Veg Burger, Sandwich, Nachos, Chicken Burger",700.0,Whitefield
INDULGE by InnerChef,Yes,No,3.4,27,Indiranagar,Bakery,,400.0,MG Road
Royal Chef Naati Oota,No,No,4.0,193,JP Nagar,Casual Dining,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani",500.0,Bannerghatta Road
Inntense Restobar,No,Yes,,0,Indiranagar,"Bar, Casual Dining",,1600.0,Indiranagar
Vaathsalya Millet Cafe,Yes,Yes,4.1,294,JP Nagar,Casual Dining,"Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk",500.0,JP Nagar
Savoury - Sea Shell Restaurant,Yes,No,3.9,468,BTM,Casual Dining,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup",700.0,Koramangala 6th Block
Cream Stone,Yes,No,4.2,1023,HSR,Dessert Parlor,"Nutella Brownie, Fruit Ice Cream, Ferrero Rocher Ice Cream, Chocolava, Hot Chocolate Fudge, Mango Ice Cream, Waffles",500.0,Koramangala 6th Block
Hotel Namadhari,No,No,,0,JP Nagar,Quick Bites,,150.0,Bannerghatta Road
Kamat Swaad,No,No,3.9,194,JP Nagar,Casual Dining,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji",400.0,JP Nagar
Mojo Pizza - 2X Toppings,Yes,No,4.2,217,HSR,Delivery,"Chicken Tikka, Cheesy Garlic Bread, Bbq Chicken Pizza, House Pizza",600.0,HSR
Hyderabad Biryani,Yes,No,3.2,4,Whitefield,Quick Bites,,300.0,Whitefield
Oveanly,No,No,,0,BTM,Delivery,,200.0,Koramangala 4th Block
Bloomsbury's Global Kitchen & Bakehouse,Yes,Yes,4.5,755,Whitefield,"Cafe, Dessert Parlor","Pizza, Cheesecake, Burgers, Pasta, Waffles, Veg Burger, Chocolate Cake",900.0,Whitefield
Sufra Restaurant,Yes,Yes,3.7,113,HSR,Casual Dining,"Butter Chicken, Tikka, Chicken Biryani, Naan, Dal Tadka",800.0,Koramangala 5th Block
Sultans of Spice,Yes,Yes,4.5,3467,Koramangala 5th Block,Casual Dining,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh",1300.0,Koramangala 5th Block
Trio Dosa Connect,Yes,No,,0,HSR,Quick Bites,,300.0,Koramangala 6th Block
Coffee Time,No,No,,0,BTM,"Takeaway, Delivery",,150.0,BTM
Hakuna Matata,No,No,4.5,2800,JP Nagar,"Casual Dining, Bar","Mocktails, Cocktails, Appam, Paneer Satay, Sea Food, Paneer Tikka, Jeera Rice",1200.0,JP Nagar
Crafted Plate,Yes,Yes,4.2,239,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda",600.0,JP Nagar
Zaitoon Lassi Cafe,Yes,No,,0,BTM,Beverage Shop,,200.0,Koramangala 6th Block
Bangarpet Chats,No,No,3.3,9,HSR,Quick Bites,,150.0,HSR
Udupi Thadka,No,No,,0,BTM,Quick Bites,,250.0,JP Nagar
Mangalore Lunch Home,Yes,No,3.4,8,Whitefield,Quick Bites,,300.0,Brookefield
Shankar Maanes Kitchen,Yes,No,3.8,33,HSR,Quick Bites,,500.0,HSR
Chaat Cafee,Yes,No,,0,JP Nagar,Quick Bites,,150.0,Bannerghatta Road
What the Food,No,No,3.6,38,BTM,Quick Bites,,250.0,BTM
De Street Cafe,No,No,3.6,61,BTM,Cafe,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",500.0,BTM
Crispy Crust Pizza,Yes,No,3.1,45,Indiranagar,Delivery,,450.0,Old Airport Road
Crafted Plate,Yes,Yes,4.2,239,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda",600.0,Jayanagar
Smally's Resto Cafe,Yes,Yes,4.2,1705,Koramangala 5th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken",650.0,Koramangala 6th Block
Mishmash,Yes,No,3.9,1252,HSR,"Casual Dining, Bar","Cocktails, Tandoori Chicken, Paneer Tikka, Stuffed Mushroom, Pasta Alfredo, Mocktails, Salads",1400.0,Sarjapur Road
Biriyani Bhatti,Yes,No,3.7,23,BTM,Quick Bites,,400.0,Koramangala 5th Block
The Kitchen Story,Yes,No,3.2,19,HSR,Delivery,,300.0,HSR
